#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
RPS19	RPS16	1864285	1844060	9606.ENSP00000470004	9606.ENSP00000251453	0	0	0	0	0.972	0.998	0.900	0.639	0.999
RPL35A	RPL34	1859718	1858216	9606.ENSP00000393393	9606.ENSP00000378160	0	0	0	0	0.974	0.774	0.900	0.482	0.999
RPS27	RPL9	1854822	1853003	9606.ENSP00000357555	9606.ENSP00000346022	0	0	0	0	0.987	0.774	0.900	0.352	0.999
RPSA	RPS15A	1853012	1850066	9606.ENSP00000346067	9606.ENSP00000318646	0.067	0	0	0	0.958	0.977	0.924	0.302	0.999
RPS27A	RPS12	1846244	1843234	9606.ENSP00000272317	9606.ENSP00000230050	0	0	0	0	0.966	0.988	0.900	0.155	0.999
RPL13A	RPS16	1857955	1844060	9606.ENSP00000375730	9606.ENSP00000251453	0.309	0	0	0	0.990	0.884	0.924	0.797	0.999
RPL23A	RPL7	1859401	1852251	9606.ENSP00000389103	9606.ENSP00000339795	0.309	0	0	0	0.969	0.962	0.924	0.443	0.999
RPS27	RPS16	1854822	1844060	9606.ENSP00000357555	9606.ENSP00000251453	0	0	0	0	0.986	0.995	0.900	0.376	0.999
RPL37A	RPS18	1861343	1859702	9606.ENSP00000418082	9606.ENSP00000393241	0	0	0	0	0.958	0.774	0.900	0.280	0.999
RPL32	RPS7	1858438	1852173	9606.ENSP00000380156	9606.ENSP00000339095	0	0	0	0	0.973	0.603	0.900	0.162	0.999
RPS14	RPS12	1849373	1843234	9606.ENSP00000311028	9606.ENSP00000230050	0.089	0	0	0	0.974	0.976	0.900	0.370	0.999
RPL9	RPS27A	1853003	1846244	9606.ENSP00000346022	9606.ENSP00000272317	0	0	0	0	0.971	0.786	0.900	0.334	0.999
RPS11	RPS5	1846167	1842374	9606.ENSP00000270625	9606.ENSP00000196551	0.309	0	0	0	0.968	0.998	0.924	0.508	0.999
RPL3	RPL7	1852999	1852251	9606.ENSP00000346001	9606.ENSP00000339795	0.309	0	0	0	0.969	0.937	0.924	0.581	0.999
RPS15A	RPL4	1850066	1849420	9606.ENSP00000318646	9606.ENSP00000311430	0.309	0	0	0	0.966	0.884	0.924	0.389	0.999
RPS26	RPS3A	1853363	1853009	9606.ENSP00000348849	9606.ENSP00000346050	0	0	0	0	0.952	0.998	0.900	0.202	0.999
RPS15	RPL24	1863987	1858158	9606.ENSP00000467676	9606.ENSP00000377640	0	0	0	0	0.963	0.774	0.900	0.358	0.999
RPL21	RPS9	1853004	1848467	9606.ENSP00000346027	9606.ENSP00000302896	0	0	0	0	0.952	0.774	0.900	0.912	0.999
RPL18	RPL8	1862361	1845175	9606.ENSP00000447001	9606.ENSP00000262584	0	0	0	0	0.971	0.935	0.900	0.516	0.999
RPS8	RPL13	1858412	1849017	9606.ENSP00000379888	9606.ENSP00000307889	0	0	0	0	0.985	0.838	0.900	0.337	0.999
RPS20	RPL8	1861789	1845175	9606.ENSP00000429374	9606.ENSP00000262584	0.309	0	0	0	0.968	0.774	0.924	0.350	0.999
RPL7A	RPL18A	1855599	1842894	9606.ENSP00000361076	9606.ENSP00000222247	0	0	0	0	0.962	0.884	0.900	0.458	0.999
RPL12	RPL27	1854209	1844249	9606.ENSP00000354739	9606.ENSP00000253788	0	0	0	0	0.967	0.884	0.900	0.366	0.999
RPL9	RPL13	1853003	1849017	9606.ENSP00000346022	9606.ENSP00000307889	0	0	0	0	0.964	0.884	0.900	0.302	0.999
RPS21	RPL13	1852991	1849017	9606.ENSP00000345957	9606.ENSP00000307889	0	0	0	0	0.966	0.774	0.900	0.166	0.999
RPS15	RPL31	1863987	1859193	9606.ENSP00000467676	9606.ENSP00000386717	0	0	0	0	0.952	0.905	0.900	0.391	0.999
RPS13	RPLP1	1862013	1853006	9606.ENSP00000435777	9606.ENSP00000346037	0	0	0	0	0.967	0.807	0.900	0.167	0.999
RPS13	RPL13	1862013	1849017	9606.ENSP00000435777	9606.ENSP00000307889	0	0	0	0	0.970	0.884	0.900	0.233	0.999
RPS8	RPS27A	1858412	1846244	9606.ENSP00000379888	9606.ENSP00000272317	0	0	0	0	0.968	0.893	0.900	0.224	0.999
RPS10	RPL13	1853151	1849017	9606.ENSP00000347271	9606.ENSP00000307889	0	0	0	0	0.964	0.774	0.900	0.250	0.999
ENO1	TPI1	1843405	1843191	9606.ENSP00000234590	9606.ENSP00000229270	0.309	0	0.211	0	0.960	0.774	0.412	0.761	0.999
RPS19	RPL28	1864285	1860280	9606.ENSP00000470004	9606.ENSP00000401450	0	0	0	0	0.953	0.774	0.900	0.498	0.999
RPS8	RPL36	1858412	1844136	9606.ENSP00000379888	9606.ENSP00000252543	0	0	0	0	0.964	0.838	0.900	0.395	0.999
RPS18	RPS12	1859702	1843234	9606.ENSP00000393241	9606.ENSP00000230050	0.084	0	0	0	0.955	0.970	0.900	0.128	0.999
RPS3	RPL14	1861952	1852902	9606.ENSP00000433821	9606.ENSP00000345156	0.073	0	0	0	0.963	0.905	0.900	0.530	0.999
RPL10A	RPS21	1856010	1852991	9606.ENSP00000363018	9606.ENSP00000345957	0	0	0	0	0.954	0.774	0.900	0.299	0.999
RPL18	RPS8	1862361	1858412	9606.ENSP00000447001	9606.ENSP00000379888	0	0	0	0	0.964	0.780	0.900	0.511	0.999
RPL12	RPL19	1854209	1843024	9606.ENSP00000354739	9606.ENSP00000225430	0	0	0	0	0.980	0.874	0.900	0.640	0.999
RPL9	RPL36	1853003	1844136	9606.ENSP00000346022	9606.ENSP00000252543	0	0	0	0	0.963	0.884	0.900	0.291	0.999
RPS15A	RPS12	1850066	1843234	9606.ENSP00000318646	9606.ENSP00000230050	0.056	0	0	0	0.972	0.954	0.900	0.381	0.999
RPL37A	RPL6	1861343	1842405	9606.ENSP00000418082	9606.ENSP00000202773	0	0	0	0	0.956	0.774	0.900	0.303	0.999
RPL32	RPL11	1858438	1856140	9606.ENSP00000380156	9606.ENSP00000363676	0.309	0	0	0	0.965	0.975	0.900	0.413	0.999
RPL23A	RPL11	1859401	1856140	9606.ENSP00000389103	9606.ENSP00000363676	0.309	0	0	0	0.970	0.978	0.924	0.339	0.999
RPS17	RPS27A	1853007	1846244	9606.ENSP00000346045	9606.ENSP00000272317	0	0	0	0	0.990	0.920	0	0.277	0.999
RPL4	RPL6	1849420	1842405	9606.ENSP00000311430	9606.ENSP00000202773	0.065	0	0	0	0.971	0.884	0.900	0.599	0.999
RPS3	RPS14	1861952	1849373	9606.ENSP00000433821	9606.ENSP00000311028	0.309	0	0	0	0.986	0.997	0.924	0.716	0.999
RPS7	RPS15A	1852173	1850066	9606.ENSP00000339095	9606.ENSP00000318646	0	0	0	0	0.970	0.980	0.900	0.348	0.999
RPSA	RPL18A	1853012	1842894	9606.ENSP00000346067	9606.ENSP00000222247	0	0	0	0	0.972	0.774	0.900	0.343	0.999
RPS6	RPL36	1857216	1844136	9606.ENSP00000369757	9606.ENSP00000252543	0	0	0	0	0.966	0.884	0.900	0.276	0.999
RPS15	RPS12	1863987	1843234	9606.ENSP00000467676	9606.ENSP00000230050	0.093	0	0	0	0.957	0.955	0.900	0.315	0.999
RPS4Y1	RPS12	1844020	1843234	9606.ENSP00000250784	9606.ENSP00000230050	0	0	0	0	0.952	0.764	0.900	0.266	0.999
RPL35A	RPL9	1859718	1853003	9606.ENSP00000393393	9606.ENSP00000346022	0	0	0	0	0.966	0.774	0.900	0.375	0.999
MT-ATP6	ATP5B	1854175	1845043	9606.ENSP00000354632	9606.ENSP00000262030	0.309	0	0	0	0.464	0.949	0.941	0.535	0.999
RPL7A	RPS7	1855599	1852173	9606.ENSP00000361076	9606.ENSP00000339095	0	0	0	0	0.968	0.935	0.900	0.307	0.999
RPS6	RPS2	1857216	1852518	9606.ENSP00000369757	9606.ENSP00000341885	0	0	0	0	0.965	0.997	0.900	0.477	0.999
RPL8	RPL36	1845175	1844136	9606.ENSP00000262584	9606.ENSP00000252543	0	0	0	0	0.964	0.884	0.900	0.368	0.999
RPS6	RPL5	1857216	1855221	9606.ENSP00000369757	9606.ENSP00000359345	0	0	0	0	0.965	0.774	0.900	0.645	0.999
RPS2	RPL10	1852518	1852496	9606.ENSP00000341885	9606.ENSP00000341730	0.309	0	0	0	0.954	0.774	0.924	0.336	0.999
RPL23A	RPL24	1859401	1858158	9606.ENSP00000389103	9606.ENSP00000377640	0	0	0	0	0.963	0.935	0.900	0.328	0.999
RPL14	RPS9	1852902	1848467	9606.ENSP00000345156	9606.ENSP00000302896	0.064	0	0	0	0.952	0.798	0.900	0.267	0.999
RPL34	RPL13A	1858216	1857955	9606.ENSP00000378160	9606.ENSP00000375730	0.057	0	0	0	0.971	0.874	0.900	0.212	0.999
RPS15	RPL6	1863987	1842405	9606.ENSP00000467676	9606.ENSP00000202773	0.070	0	0	0	0.969	0.905	0.900	0.281	0.999
RPL15	RPS9	1849166	1848467	9606.ENSP00000309334	9606.ENSP00000302896	0	0	0	0	0.952	0.838	0.900	0.269	0.999
RPS16	RPL6	1844060	1842405	9606.ENSP00000251453	9606.ENSP00000202773	0.061	0	0	0	0.969	0.884	0.900	0.440	0.999
RPS9	RPL30	1848467	1847048	9606.ENSP00000302896	9606.ENSP00000287038	0	0	0	0	0.952	0.857	0.900	0.395	0.999
RPS4X	RPLP2	1855955	1850446	9606.ENSP00000362744	9606.ENSP00000322419	0	0	0	0	0.961	0.774	0.900	0.150	0.999
RPS28	RPS26	1864786	1853363	9606.ENSP00000472469	9606.ENSP00000348849	0	0	0	0	0.952	0.998	0.900	0.596	0.999
RPS24	RPS27	1861076	1854822	9606.ENSP00000414321	9606.ENSP00000357555	0	0	0	0	0.981	0.977	0.900	0.505	0.999
RPS4X	RPS21	1855955	1852991	9606.ENSP00000362744	9606.ENSP00000345957	0	0	0	0	0.965	0.990	0.900	0.158	0.999
RPS13	RPS8	1862013	1858412	9606.ENSP00000435777	9606.ENSP00000379888	0	0	0	0	0.970	0.989	0.900	0.566	0.999
RPS21	RPL30	1852991	1847048	9606.ENSP00000345957	9606.ENSP00000287038	0	0	0	0	0.968	0.774	0.900	0.324	0.999
RPS27L	RPS15A	1851302	1850066	9606.ENSP00000331019	9606.ENSP00000318646	0	0	0	0	0.953	0.895	0.900	0.327	0.999
RPS24	RPS4X	1861076	1855955	9606.ENSP00000414321	9606.ENSP00000362744	0	0	0	0	0.960	0.951	0.900	0.364	0.999
RPS28	RPS29	1864786	1858354	9606.ENSP00000472469	9606.ENSP00000379339	0	0	0	0	0.968	0.994	0.900	0.659	0.999
FOS	JUND	1848822	1844164	9606.ENSP00000306245	9606.ENSP00000252818	0	0	0	0	0.251	0.952	0.900	0.957	0.999
RPL18	RPS3A	1862361	1853009	9606.ENSP00000447001	9606.ENSP00000346050	0	0	0	0	0.956	0.884	0.900	0.349	0.999
RPL3	RPL19	1852999	1843024	9606.ENSP00000346001	9606.ENSP00000225430	0.309	0	0	0	0.987	0.922	0.900	0.566	0.999
RPS21	RPL14	1852991	1852902	9606.ENSP00000345957	9606.ENSP00000345156	0	0	0	0	0.960	0.774	0.900	0.432	0.999
RPL5	RPL21	1855221	1853004	9606.ENSP00000359345	9606.ENSP00000346027	0	0	0	0	0.971	0.956	0.900	0.871	0.999
RPL37A	RPS7	1861343	1852173	9606.ENSP00000418082	9606.ENSP00000339095	0	0	0	0	0.962	0.774	0.900	0.152	0.999
RPL21	RPL19	1853004	1843024	9606.ENSP00000346027	9606.ENSP00000225430	0	0	0	0	0.961	0.956	0.900	0.452	0.999
RPL18	RPS15A	1862361	1850066	9606.ENSP00000447001	9606.ENSP00000318646	0	0	0	0	0.957	0.774	0.900	0.361	0.999
RPL7A	RPL6	1855599	1842405	9606.ENSP00000361076	9606.ENSP00000202773	0	0	0	0	0.964	0.884	0.900	0.411	0.999
RPL7A	RPL26	1855599	1847444	9606.ENSP00000361076	9606.ENSP00000293842	0.064	0	0	0	0.972	0.885	0.900	0.220	0.999
RPS25	RPS11	1861989	1846167	9606.ENSP00000435096	9606.ENSP00000270625	0	0	0	0	0.966	0.998	0.900	0.328	0.999
RPL21	RPS27L	1853004	1851302	9606.ENSP00000346027	9606.ENSP00000331019	0.056	0	0	0	0.950	0.774	0.900	0.272	0.999
RPL11	RPL5	1856140	1855221	9606.ENSP00000363676	9606.ENSP00000359345	0.309	0	0	0	0.967	0.978	0.924	0.897	0.999
RPL12	RPS9	1854209	1848467	9606.ENSP00000354739	9606.ENSP00000302896	0.074	0	0	0	0.952	0.884	0.924	0.346	0.999
RPL24	RPL10A	1858158	1856010	9606.ENSP00000377640	9606.ENSP00000363018	0	0	0	0	0.965	0.796	0.900	0.502	0.999
RPL37A	RPS27L	1861343	1851302	9606.ENSP00000418082	9606.ENSP00000331019	0	0	0	0	0.949	0.774	0.900	0.286	0.999
MT-ND4L	MT-ND1	1854205	1854192	9606.ENSP00000354728	9606.ENSP00000354687	0.309	0	0	0	0.872	0.833	0.941	0.905	0.999
RPL24	RPSA	1858158	1853012	9606.ENSP00000377640	9606.ENSP00000346067	0.053	0	0	0	0.969	0.861	0.900	0.234	0.999
RPL10A	RPL15	1856010	1849166	9606.ENSP00000363018	9606.ENSP00000309334	0	0	0	0	0.971	0.884	0.900	0.344	0.999
RPL21	RPS7	1853004	1852173	9606.ENSP00000346027	9606.ENSP00000339095	0	0	0	0	0.964	0.884	0.900	0.163	0.999
RPL24	RPL4	1858158	1849420	9606.ENSP00000377640	9606.ENSP00000311430	0	0	0	0	0.970	0.922	0.900	0.523	0.999
RPL34	RPL26	1858216	1847444	9606.ENSP00000378160	9606.ENSP00000293842	0.309	0	0	0	0.978	0.856	0.900	0.317	0.999
RPL24	RPL18A	1858158	1842894	9606.ENSP00000377640	9606.ENSP00000222247	0	0	0	0	0.967	0.884	0.900	0.441	0.999
RPL23A	RPL30	1859401	1847048	9606.ENSP00000389103	9606.ENSP00000287038	0	0	0	0	0.965	0.905	0.900	0.437	0.999
RPLP0	RPL26	1852166	1847444	9606.ENSP00000339027	9606.ENSP00000293842	0.309	0	0	0	0.971	0.896	0.924	0.417	0.999
RPL24	RPL13A	1858158	1857955	9606.ENSP00000377640	9606.ENSP00000375730	0	0	0	0	0.971	0.922	0.900	0.320	0.999
RPS6	RPLP1	1857216	1853006	9606.ENSP00000369757	9606.ENSP00000346037	0	0	0	0	0.969	0.774	0.900	0.218	0.999
RPLP1	RPL14	1853006	1852902	9606.ENSP00000346037	9606.ENSP00000345156	0	0	0	0	0.965	0.805	0.900	0.306	0.999
RPS3	RPLP1	1861952	1853006	9606.ENSP00000433821	9606.ENSP00000346037	0	0	0	0	0.956	0.774	0.900	0.235	0.999
RPL17	RPL31	1863674	1859193	9606.ENSP00000462023	9606.ENSP00000386717	0	0	0	0	0.968	0.934	0.900	0.467	0.999
RPS4X	RPL26	1855955	1847444	9606.ENSP00000362744	9606.ENSP00000293842	0.309	0	0	0	0.961	0.849	0.900	0.338	0.999
RPS29	RPS16	1858354	1844060	9606.ENSP00000379339	9606.ENSP00000251453	0.309	0	0	0	0.974	0.991	0.924	0.413	0.999
RPL23	RPSA	1858184	1853012	9606.ENSP00000377865	9606.ENSP00000346067	0.070	0	0	0	0.954	0.833	0.924	0.277	0.999
RPS13	RPS17	1862013	1853007	9606.ENSP00000435777	9606.ENSP00000346045	0	0	0.229	0	0.990	0.998	0	0.508	0.999
RPL17	RPL6	1863674	1842405	9606.ENSP00000462023	9606.ENSP00000202773	0.073	0	0	0	0.964	0.860	0.900	0.325	0.999
RPS18	RPL23	1859702	1858184	9606.ENSP00000393241	9606.ENSP00000377865	0.309	0	0	0	0.954	0.774	0.924	0.320	0.999
RPS26	RPL9	1853363	1853003	9606.ENSP00000348849	9606.ENSP00000346022	0	0	0	0	0.952	0.774	0.900	0.366	0.999
RPL10A	RPL6	1856010	1842405	9606.ENSP00000363018	9606.ENSP00000202773	0	0	0	0	0.968	0.884	0.900	0.451	0.999
RPL34	RPL35	1858216	1844699	9606.ENSP00000378160	9606.ENSP00000259469	0.109	0	0	0	0.968	0.886	0.900	0.500	0.999
RPSA	RPS2	1853012	1852518	9606.ENSP00000346067	9606.ENSP00000341885	0.068	0	0	0	0.975	0.982	0.924	0.404	0.999
RPL23	RPL27A	1858184	1853001	9606.ENSP00000377865	9606.ENSP00000346015	0.309	0	0	0	0.967	0.962	0.924	0.308	0.999
RPL7A	RPL12	1855599	1854209	9606.ENSP00000361076	9606.ENSP00000354739	0.058	0	0	0	0.972	0.890	0.900	0.451	0.999
RPS8	RPL9	1858412	1853003	9606.ENSP00000379888	9606.ENSP00000346022	0	0	0	0	0.967	0.838	0.900	0.516	0.999
RPL14	RPL13	1852902	1849017	9606.ENSP00000345156	9606.ENSP00000307889	0	0	0	0	0.970	0.884	0.900	0.380	0.999
RPL23	RPL10A	1858184	1856010	9606.ENSP00000377865	9606.ENSP00000363018	0.309	0	0	0	0.968	0.962	0.924	0.349	0.999
RPL31	RPLP1	1859193	1853006	9606.ENSP00000386717	9606.ENSP00000346037	0.074	0	0	0	0.959	0.833	0.900	0.205	0.999
RPS7	RPL8	1852173	1845175	9606.ENSP00000339095	9606.ENSP00000262584	0	0	0	0	0.971	0.884	0.900	0.318	0.999
RPS26	RPS16	1853363	1844060	9606.ENSP00000348849	9606.ENSP00000251453	0	0	0	0	0.952	0.998	0.900	0.322	0.999
RPL17	RPL39	1863674	1854349	9606.ENSP00000462023	9606.ENSP00000355315	0	0	0	0	0.964	0.667	0.900	0.338	0.999
RPS8	RPL24	1858412	1858158	9606.ENSP00000379888	9606.ENSP00000377640	0	0	0	0	0.969	0.796	0.900	0.478	0.999
RPLP0	RPL15	1852166	1849166	9606.ENSP00000339027	9606.ENSP00000309334	0	0	0	0	0.971	0.935	0.900	0.518	0.999
RPL39	RPL9	1854349	1853003	9606.ENSP00000355315	9606.ENSP00000346022	0	0	0	0	0.986	0.781	0.900	0.483	0.999
RPL12	RPLP0	1854209	1852166	9606.ENSP00000354739	9606.ENSP00000339027	0.309	0	0	0	0.987	0.940	0.924	0.459	0.999
RPL18	RPS5	1862361	1842374	9606.ENSP00000447001	9606.ENSP00000196551	0	0	0	0	0.986	0.905	0.900	0.505	0.999
RPL9	RPL6	1853003	1842405	9606.ENSP00000346022	9606.ENSP00000202773	0.098	0	0	0	0.972	0.874	0.900	0.503	0.999
RPL23	RPL9	1858184	1853003	9606.ENSP00000377865	9606.ENSP00000346022	0.309	0	0	0	0.966	0.978	0.924	0.458	0.999
RPL31	RPL10	1859193	1852496	9606.ENSP00000386717	9606.ENSP00000341730	0	0	0	0	0.954	0.925	0.900	0.272	0.999
RPL37A	RPS12	1861343	1843234	9606.ENSP00000418082	9606.ENSP00000230050	0	0	0	0	0.968	0.852	0.900	0.371	0.999
RPS3A	RPS21	1853009	1852991	9606.ENSP00000346050	9606.ENSP00000345957	0	0	0	0	0.962	0.997	0.900	0.191	0.999
RPS4X	RPL18A	1855955	1842894	9606.ENSP00000362744	9606.ENSP00000222247	0	0	0	0	0.963	0.856	0.900	0.332	0.999
RPS20	RPL7	1861789	1852251	9606.ENSP00000429374	9606.ENSP00000339795	0.309	0	0	0	0.965	0.888	0.924	0.708	0.999
RPL23A	RPL36AL	1859401	1853000	9606.ENSP00000389103	9606.ENSP00000346012	0.048	0	0	0	0.955	0.682	0.900	0.388	0.999
RPL27A	RPL10	1853001	1852496	9606.ENSP00000346015	9606.ENSP00000341730	0.309	0	0	0	0.955	0.935	0.924	0.254	0.999
RPS13	RPSA	1862013	1853012	9606.ENSP00000435777	9606.ENSP00000346067	0.091	0	0	0	0.965	0.997	0.924	0.313	0.999
RPS13	RPL19	1862013	1843024	9606.ENSP00000435777	9606.ENSP00000225430	0	0	0	0	0.966	0.988	0.900	0.368	0.999
RPL27A	RPL4	1853001	1849420	9606.ENSP00000346015	9606.ENSP00000311430	0.309	0	0	0	0.961	0.946	0.924	0.355	0.999
RPL13	RPS23	1849017	1847772	9606.ENSP00000307889	9606.ENSP00000296674	0	0	0	0	0.957	0.774	0.900	0.330	0.999
RPL5	RPL30	1855221	1847048	9606.ENSP00000359345	9606.ENSP00000287038	0	0	0	0	0.968	0.886	0.900	0.688	0.999
RPL11	RPL7A	1856140	1855599	9606.ENSP00000363676	9606.ENSP00000361076	0.063	0	0	0	0.971	0.908	0.900	0.285	0.999
RPS19	RPL13A	1864285	1857955	9606.ENSP00000470004	9606.ENSP00000375730	0	0	0	0	0.972	0.781	0.900	0.427	0.999
RPL10	RPL8	1852496	1845175	9606.ENSP00000341730	9606.ENSP00000262584	0.309	0	0	0	0.954	0.935	0.924	0.331	0.999
RPL10A	RPL36	1856010	1844136	9606.ENSP00000363018	9606.ENSP00000252543	0	0	0	0	0.907	0.884	0.900	0.259	0.999
RPS20	RPL32	1861789	1858438	9606.ENSP00000429374	9606.ENSP00000380156	0	0	0	0	0.984	0.774	0.900	0.251	0.999
RPL7A	RPL15	1855599	1849166	9606.ENSP00000361076	9606.ENSP00000309334	0	0	0	0	0.963	0.916	0.900	0.416	0.999
RPL7	RPL6	1852251	1842405	9606.ENSP00000339795	9606.ENSP00000202773	0.160	0	0	0	0.962	0.884	0.900	0.550	0.999
RPS20	RPL35	1861789	1844699	9606.ENSP00000429374	9606.ENSP00000259469	0.309	0	0	0	0.986	0.774	0.924	0.320	0.999
RPL35A	RPS4X	1859718	1855955	9606.ENSP00000393393	9606.ENSP00000362744	0	0	0	0	0.988	0.774	0.900	0.205	0.999
RPS19	RPL6	1864285	1842405	9606.ENSP00000470004	9606.ENSP00000202773	0	0	0	0	0.958	0.777	0.900	0.483	0.999
RPL24	RPL27A	1858158	1853001	9606.ENSP00000377640	9606.ENSP00000346015	0	0	0	0	0.963	0.922	0.900	0.208	0.999
RPL10A	RPL27A	1856010	1853001	9606.ENSP00000363018	9606.ENSP00000346015	0.309	0	0	0	0.965	0.949	0.924	0.437	0.999
RPL17	RPL10A	1863674	1856010	9606.ENSP00000462023	9606.ENSP00000363018	0.309	0	0	0	0.982	0.934	0.924	0.436	0.999
RPS25	RPS4Y1	1861989	1844020	9606.ENSP00000435096	9606.ENSP00000250784	0	0	0	0	0.950	0.975	0.900	0.147	0.999
RPS24	RPS14	1861076	1849373	9606.ENSP00000414321	9606.ENSP00000311028	0	0	0	0	0.804	0.988	0.900	0.586	0.999
RPS23	RPL29	1847772	1847471	9606.ENSP00000296674	9606.ENSP00000294189	0	0	0	0	0.960	0.931	0.900	0.152	0.999
RPS28	RPS20	1864786	1861789	9606.ENSP00000472469	9606.ENSP00000429374	0	0	0	0	0.959	0.989	0.900	0.474	0.999
RPL27	RPL36	1844249	1844136	9606.ENSP00000253788	9606.ENSP00000252543	0	0	0	0	0.970	0.884	0.900	0.329	0.999
PGK1	ENO1	1855883	1843405	9606.ENSP00000362413	9606.ENSP00000234590	0.309	0	0	0	0.960	0.890	0.404	0.756	0.999
RPL13A	RPL15	1857955	1849166	9606.ENSP00000375730	9606.ENSP00000309334	0	0	0	0	0.968	0.958	0.900	0.207	0.999
RPL23A	RPL34	1859401	1858216	9606.ENSP00000389103	9606.ENSP00000378160	0.094	0	0	0	0.961	0.774	0.900	0.186	0.999
RPS18	RPS5	1859702	1842374	9606.ENSP00000393241	9606.ENSP00000196551	0.309	0	0	0	0.958	0.979	0.924	0.387	0.999
RPSA	RPS27L	1853012	1851302	9606.ENSP00000346067	9606.ENSP00000331019	0	0	0	0	0.952	0.965	0.900	0.277	0.999
UBA52	RPS8	1859324	1858412	9606.ENSP00000388107	9606.ENSP00000379888	0	0	0	0	0.958	0.833	0.900	0.419	0.999
RPS15	RPL18A	1863987	1842894	9606.ENSP00000467676	9606.ENSP00000222247	0	0	0	0	0.970	0.890	0.900	0.174	0.999
ARPC2	ARPC1B	1847604	1844155	9606.ENSP00000295685	9606.ENSP00000252725	0	0	0	0	0.149	0.968	0.900	0.878	0.999
ACTR2	ARPC1B	1856793	1844155	9606.ENSP00000367220	9606.ENSP00000252725	0	0	0	0	0.130	0.958	0.900	0.902	0.999
RPS10	RPS27A	1853151	1846244	9606.ENSP00000347271	9606.ENSP00000272317	0	0	0	0	0.960	0.980	0.900	0.189	0.999
RPS15	RPS8	1863987	1858412	9606.ENSP00000467676	9606.ENSP00000379888	0	0	0	0	0.962	0.987	0.900	0.680	0.999
RPS19	RPL19	1864285	1843024	9606.ENSP00000470004	9606.ENSP00000225430	0	0	0	0	0.971	0.970	0.900	0.446	0.999
RPS6	RPS5	1857216	1842374	9606.ENSP00000369757	9606.ENSP00000196551	0	0	0	0	0.981	0.997	0.900	0.437	0.999
RPL30	RPL19	1847048	1843024	9606.ENSP00000287038	9606.ENSP00000225430	0	0	0	0	0.966	0.961	0.900	0.800	0.999
RPS25	RPL23	1861989	1858184	9606.ENSP00000435096	9606.ENSP00000377865	0	0	0	0	0.969	0.774	0.900	0.155	0.999
RPL31	RPL30	1859193	1847048	9606.ENSP00000386717	9606.ENSP00000287038	0	0	0	0	0.966	0.905	0.900	0.504	0.999
RPS4X	RPS26	1855955	1853363	9606.ENSP00000362744	9606.ENSP00000348849	0	0	0	0	0.952	0.991	0.900	0.187	0.999
RPS27	RPL27	1854822	1844249	9606.ENSP00000357555	9606.ENSP00000253788	0	0	0	0	0.987	0.774	0.900	0.516	0.999
RPS27	RPL27A	1854822	1853001	9606.ENSP00000357555	9606.ENSP00000346015	0	0	0	0	0.969	0.774	0.900	0.191	0.999
RPL11	RPL36AL	1856140	1853000	9606.ENSP00000363676	9606.ENSP00000346012	0	0	0	0	0.974	0.678	0.900	0.497	0.999
RPS10	RPL27	1853151	1844249	9606.ENSP00000347271	9606.ENSP00000253788	0	0	0	0	0.974	0.774	0.900	0.315	0.999
RPS18	RPL30	1859702	1847048	9606.ENSP00000393241	9606.ENSP00000287038	0	0	0	0	0.956	0.774	0.900	0.293	0.999
RPL23A	RPL27A	1859401	1853001	9606.ENSP00000389103	9606.ENSP00000346015	0.309	0	0	0	0.961	0.962	0.924	0.369	0.999
RPS19	RPL10	1864285	1852496	9606.ENSP00000470004	9606.ENSP00000341730	0	0	0	0	0.955	0.774	0.900	0.267	0.999
RPS3A	RPS23	1853009	1847772	9606.ENSP00000346050	9606.ENSP00000296674	0	0	0	0	0.969	0.988	0.900	0.148	0.999
RPL17	RPL14	1863674	1852902	9606.ENSP00000462023	9606.ENSP00000345156	0.073	0	0	0	0.969	0.860	0.900	0.296	0.999
RPS20	RPL24	1861789	1858158	9606.ENSP00000429374	9606.ENSP00000377640	0	0	0	0	0.967	0.774	0.900	0.397	0.999
RPS3	RPL34	1861952	1858216	9606.ENSP00000433821	9606.ENSP00000378160	0.147	0	0	0	0.961	0.774	0.900	0.319	0.999
RPS14	RPL18A	1849373	1842894	9606.ENSP00000311028	9606.ENSP00000222247	0	0	0	0	0.964	0.884	0.900	0.216	0.999
RPS27A	RPS16	1846244	1844060	9606.ENSP00000272317	9606.ENSP00000251453	0	0	0	0	0.967	0.977	0.900	0.121	0.999
RPL21	RPL27A	1853004	1853001	9606.ENSP00000346027	9606.ENSP00000346015	0	0	0	0	0.959	0.939	0.900	0.868	0.999
RPL12	RPL4	1854209	1849420	9606.ENSP00000354739	9606.ENSP00000311430	0.309	0	0	0	0.967	0.946	0.924	0.505	0.999
RPL4	RPS9	1849420	1848467	9606.ENSP00000311430	9606.ENSP00000302896	0.309	0	0	0	0.952	0.847	0.924	0.459	0.999
RPS18	RPL10A	1859702	1856010	9606.ENSP00000393241	9606.ENSP00000363018	0.155	0	0	0	0.960	0.774	0.924	0.338	0.999
